content,score,at,platform_type,token,lemmatized,clean,period,topic_no,cluster
awalnya saya senang pakai tapi semenjak saya di bajak orang tk bertanggung jawab tiba saya tidak bisa akses dan ternyata tagihan jadi 4 jutaan dari transaksi my telkomsel yang entah siapa punya begitu bisa di buka bahkan pin salah dan di suruh ganti merasa shock lihat tagihan dan anehnya mengabulkan transaksi yang tidak masuk akal tersebut saya sudah tidak mau lagi pakai ini selamat tinggal,1,2023-03-07 11:20:08,ecomm,"['senang', 'pakai', 'semenjak', 'bajak', 'orang', 'tk', 'bertanggung', 'akses', 'tagihan', '4', 'jutaan', 'transaksi', 'my', 'telkomsel', 'buka', 'pin', 'salah', 'suruh', 'ganti', 'shock', 'lihat', 'tagihan', 'anehnya', 'mengabulkan', 'transaksi', 'masuk', 'akal', 'pakai', 'selamat', 'tinggal']",senang pakai semenjak bajak orang tk tanggung akses tagih 4 juta transaksi my telkomsel buka pin salah suruh ganti shock lihat tagih aneh kabul transaksi masuk akal pakai selamat tinggal,senang pakai semenjak bajak orang tk bertanggung akses tagihan 4 jutaan transaksi my telkomsel buka pin salah suruh ganti shock lihat tagihan anehnya mengabulkan transaksi masuk akal pakai selamat tinggal,2023-03-01,-1,Outlier
sekarang lambat banget loading terus kalau buka padahal sinyal bagus sudah begitu sekarang belanja di ongkos kirim mahal ada biaya penanganan segala macem kalau bayar pakai bahkan mahal jadinya dahulu mah suka banget belanja di sekarang mah saja lola banget,3,2023-03-14 15:53:52,ecomm,"['lambat', 'banget', 'loading', 'buka', 'sinyal', 'bagus', 'belanja', 'ongkos', 'kirim', 'mahal', 'biaya', 'penanganan', 'macem', 'bayar', 'pakai', 'mahal', 'mah', 'suka', 'banget', 'belanja', 'mah', 'lola', 'banget']",lambat  loading buka sinyal bagus belanja   mahal biaya tangan macem bayar pakai mahal mah suka  belanja mah lola,lambat banget loading buka sinyal bagus belanja ongkos kirim mahal biaya penanganan macem bayar pakai mahal mah suka banget belanja mah lola banget,2023-03-01,-1,Outlier
tolong pihak sudah ada 1x saya laporkan terkait saya tidak bisa di gunakan bukan ada solusi di suruh belanja banyak bukan naik limit mmalah saya tidak bisa di gunakkan percuma saya belanja saya merasa di rugikan dengan kondisi ini bad x pelayanan nyaa,1,2022-05-25 15:31:27,ecomm,"['tolong', '1x', 'laporkan', 'terkait', 'solusi', 'suruh', 'belanja', 'limit', 'mmalah', 'gunakkan', 'belanja', 'rugikan', 'kondisi', 'bad', 'x', 'pelayanan', 'nyaa']",1x lapor kait solusi suruh belanja limit mmalah gunakkan belanja rugi kondisi bad x layan nyaa,tolong 1x laporkan terkait solusi suruh belanja limit mmalah gunakkan belanja rugikan kondisi bad x pelayanan nyaa,2022-05-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
dear saya platinum 1th nikmati tanpa ada keterlambatan sama sekali tiba saya dikunci dengan ketetangan verifikasi data karena kondisi fisik ktp saya sudah jelek seperti yang saya duga verifikasi gagal dan terkunci sampai sekarang apa verifikasi mutlak harus ktp akan ada item lain yang bisa digunakan seperti nomor handphone email kakak sim historis bayar dan lain lain sebagai informasi buat saya di daerah itu sangat susah bikin ulang ktp bisa makan waktu 3 s di 6 bulan,1,2020-06-04 8:27:07,ecomm,"['dear', 'platinum', '1th', 'nikmati', 'keterlambatan', 'dikunci', 'ketetangan', 'verifikasi', 'data', 'kondisi', 'fisik', 'ktp', 'jelek', 'duga', 'verifikasi', 'gagal', 'terkunci', 'verifikasi', 'mutlak', 'ktp', 'item', 'nomor', 'handphone', 'email', 'kakak', 'sim', 'historis', 'bayar', 'informasi', 'daerah', 'susah', 'bikin', 'ulang', 'ktp', 'makan', '3', 's', '6']",dear platinum 1th nikmat lambat kunci ketetangan verifikasi data kondisi fisik ktp jelek duga verifikasi gagal kunci verifikasi mutlak ktp item nomor handphone email kakak sim historis bayar informasi daerah susah bikin ulang ktp makan 3 s 6,dear platinum 1th nikmati keterlambatan dikunci ketetangan verifikasi data kondisi fisik ktp jelek duga verifikasi gagal terkunci verifikasi mutlak ktp item nomor handphone email kakak sim historis bayar informasi daerah susah bikin ulang ktp makan 3 s 6,2020-06-01,15,15_ktp gagal_ktp buruk_ktp keluar_unggah ktp
saya mau cek tagihan tidak bisa menghubungi kontak tidak bisa layar putih saja sudah restart dan hapus instalan dan memasang lagi masih juga tidak bisa saya masih ada tagihan yang mau dibayar saya tidak mau berutang tapi pihak yang membuat saya berhutang kayaknya bagaimana saya harus bertindak wahai pihak mohon bantuan terima kasih,1,2021-05-17 3:49:25,ecomm,"['cek', 'tagihan', 'menghubungi', 'kontak', 'layar', 'putih', 'restart', 'hapus', 'instalan', 'memasang', 'tagihan', 'dibayar', 'berutang', 'berhutang', 'kayaknya', 'bertindak', 'mohon', 'bantuan', 'terima', 'kasih']",cek tagih hubung kontak layar putih restart hapus instalan pasang tagih bayar utang hutang  tindak  bantu,cek tagihan menghubungi kontak layar putih restart hapus instalan memasang tagihan dibayar berutang berhutang kayaknya bertindak mohon bantuan terima kasih,2021-05-01,2,2_tagih bayar_bayar tanggal_bayar tagih_tanggal bayar
solusi belanja tanpa rumit kesana kemari keluar masuk toko demi mencari barang yang mau dibeli cukup buka shoopee langsung pesan dan pesan tinggal tunggu paketnya datang bayar pakai shoopee tambah makin suka sama shoopee,5,2021-04-21 8:28:00,ecomm,"['solusi', 'belanja', 'rumit', 'kesana', 'kemari', 'masuk', 'toko', 'mencari', 'barang', 'dibeli', 'buka', 'shoopee', 'langsung', 'pesan', 'pesan', 'tinggal', 'tunggu', 'paketnya', 'bayar', 'pakai', 'shoopee', 'suka', 'shoopee']",solusi belanja rumit kesana kemari masuk toko cari barang beli buka shoopee langsung pesan pesan tinggal tunggu paket bayar pakai shoopee suka shoopee,solusi belanja rumit kesana kemari masuk toko mencari barang dibeli buka shoopee langsung pesan pesan tinggal tunggu paketnya bayar pakai shoopee suka shoopee,2021-04-01,-1,Outlier
harga toko ya jujur paling murah di antara yang lain memudah akan saya berbelanja apa pun sekali pun pakai bunga ya sedikit shope food ya pun banyak diskon terbaik pokok ya 1 saja keinginan saya pengen dapat kupon belanja gratis di hahahaha,5,2022-01-05 10:46:42,ecomm,"['harga', 'toko', 'ya', 'jujur', 'murah', 'memudah', 'berbelanja', 'pakai', 'bunga', 'ya', 'shope', 'food', 'ya', 'diskon', 'terbaik', 'pokok', 'ya', '1', 'pengen', 'kupon', 'belanja', 'gratis', 'hahahaha']",harga toko  jujur murah mudah belanja pakai bunga   food  diskon baik pokok  1 pengen kupon belanja gratis hahahaha,harga toko ya jujur murah memudah berbelanja pakai bunga ya shope food ya diskon terbaik pokok ya 1 pengen kupon belanja gratis hahahaha,2022-01-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
di tambah in lagi koin sama kupon gratis ongkos kirim dong makin dibikin beban ongkos kirim dan biaya penanganan makin lama makin dipersulit dan akun saya juga sudah terlalu lama dibekukan hampir tahun lebih,1,2024-07-08 17:29:52,ecomm,"['in', 'koin', 'kupon', 'gratis', 'ongkos', 'kirim', 'dibikin', 'beban', 'ongkos', 'kirim', 'biaya', 'penanganan', 'dipersulit', 'akun', 'dibekukan']",in koin kupon gratis   bikin beban   biaya tangan sulit akun beku,in koin kupon gratis ongkos kirim dibikin beban ongkos kirim biaya penanganan dipersulit akun dibekukan,2024-07-01,-1,Outlier
beberapa bukan lalu saya pernah pesan barang di memang ini kesalahan teknis antara saya dan penjual saya chat sih penjual dan bilang cocok dan bisa dipakai di motor anda pas datang ternyata tidak cocok saya chat lagi penjualnya bahkan bilang kami sudah mengirimkan barang sesuai pesanan anda yang saya sesalkan dari pihak tidak ada penyelesaiannya terlihat lebih condong memihak kepada penjual apalagi saya bayar pakai baru selesai hari ini maaf saya uninstall aplikasinya,1,2020-07-08 14:32:24,ecomm,"['pesan', 'barang', 'kesalahan', 'teknis', 'penjual', 'chat', 'sih', 'penjual', 'bilang', 'cocok', 'dipakai', 'motor', 'pas', 'cocok', 'chat', 'penjualnya', 'bilang', 'mengirimkan', 'barang', 'sesuai', 'pesanan', 'sesalkan', 'penyelesaiannya', 'condong', 'penjual', 'bayar', 'pakai', 'selesai', 'maaf', 'uninstall', 'aplikasinya']",pesan barang salah teknis jual chat  jual bilang cocok pakai motor pas cocok chat jual bilang  barang sesuai pesan sesal selesai condong jual bayar pakai selesai maaf uninstall,pesan barang kesalahan teknis penjual chat sih penjual bilang cocok dipakai motor pas cocok chat penjualnya bilang mengirimkan barang sesuai pesanan sesalkan penyelesaiannya condong penjual bayar pakai selesai maaf uninstall aplikasinya,2020-07-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
membantu sih untuk belanja apalagi ada banyak potongan ongkos kirim tapi hati salah satunya dengan notifikasi dari ada notif katanya terpilih jadi pengguna yang bisa pakai terus suruh mengaktifkan spaylater tapi setelah mengisi data dan dinyatakan lolos atau aktif spaylater kok beberapa detik kemudian langsung ada kalimat dari katanya spaylater dinonaktifkan karena ada aktivitas mencurigakan padahal aku tidak ada berbuat jahat mencurigakan bohong nih,3,2021-09-26 4:01:15,ecomm,"['membantu', 'sih', 'belanja', 'potongan', 'ongkos', 'kirim', 'hati', 'salah', 'satunya', 'notifikasi', 'notif', 'terpilih', 'pengguna', 'pakai', 'suruh', 'mengaktifkan', 'spaylater', 'mengisi', 'data', 'dinyatakan', 'lolos', 'aktif', 'spaylater', 'detik', 'langsung', 'kalimat', 'spaylater', 'dinonaktifkan', 'aktivitas', 'mencurigakan', 'berbuat', 'jahat', 'mencurigakan', 'bohong', 'nih']",bantu  belanja potong   hati salah satu notifikasi notif pilih guna pakai suruh aktif spaylater isi data nyata lolos aktif spaylater detik langsung kalimat spaylater nonaktif aktivitas curiga buat jahat curiga bohong nih,membantu sih belanja potongan ongkos kirim hati salah satunya notifikasi notif terpilih pengguna pakai suruh mengaktifkan spaylater mengisi data dinyatakan lolos aktif spaylater detik langsung kalimat spaylater dinonaktifkan aktivitas mencurigakan berbuat jahat mencurigakan bohong nih,2021-09-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
jarang promo padahal mmber platinum aku yang salam ini lebih suka belanja daring di sekarang sudah mlz cashback selalu berkurang dari 1 sekarang 8 gratis ongkos kirim ada minimal belanja terlalu banyak biaya admin saat pakai bayar di tempat pun sekarang ada biaya layanan dan biaya penanganan mending beli di indomrt alfamrt,1,2022-11-05 2:19:44,ecomm,"['jarang', 'promo', 'mmber', 'platinum', 'salam', 'suka', 'belanja', 'daring', 'mlz', 'cashback', 'berkurang', '1', '8', 'gratis', 'ongkos', 'kirim', 'minimal', 'belanja', 'biaya', 'admin', 'pakai', 'bayar', 'biaya', 'layanan', 'biaya', 'penanganan', 'mending', 'beli', 'indomrt', 'alfamrt']",jarang promo mmber platinum salam suka belanja daring mlz cashback kurang 1 8 gratis   minimal belanja biaya admin pakai bayar biaya layan biaya tangan mending beli indomrt alfamrt,jarang promo mmber platinum salam suka belanja daring mlz cashback berkurang 1 8 gratis ongkos kirim minimal belanja biaya admin pakai bayar biaya layanan biaya penanganan mending beli indomrt alfamrt,2022-11-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
limit dikurangi dan sekarang saya tidak mempunyai limit lagi metode pembayaran sudah tidak bisa memilih ekspedisi juga sudah tidak bisa kebanyakan menggunakan j t dan sicepat tidak bisa memilih id express lagi lihatlah bintang yang berbicara atas kualitas sekarang,1,2021-05-19 3:45:52,ecomm,"['limit', 'dikurangi', 'limit', 'metode', 'pembayaran', 'memilih', 'ekspedisi', 'kebanyakan', 'j', 't', 'sicepat', 'memilih', 'id', 'express', 'lihatlah', 'bintang', 'berbicara', 'kualitas']",limit kurang limit metode bayar pilih ekspedisi banyak j t sicepat pilih id express lihat  bicara kualitas,limit dikurangi limit metode pembayaran memilih ekspedisi kebanyakan j t sicepat memilih id express lihatlah bintang berbicara kualitas,2021-05-01,-1,Outlier
berpuluh kali pakai semua lancar hanya bila beli barang yang nilainya kecil ongkos kirimnya kadang memberatkan jadi jatuhnya mahal sering tidak jadi beli kalau tidak ada kupon gratis ongkos kirim potongan biaya onglir tidak semua bisa bayar di tempat diarahkan ke atau untuk daftar harus pakai selfie diri sendiri bawa ktp ya ogahlah kto saja akan harusnya sudah cukup,5,2021-07-28 12:06:14,ecomm,"['berpuluh', 'kali', 'pakai', 'lancar', 'beli', 'barang', 'nilainya', 'ongkos', 'kirimnya', 'kadang', 'memberatkan', 'jatuhnya', 'mahal', 'beli', 'kupon', 'gratis', 'ongkos', 'kirim', 'potongan', 'biaya', 'onglir', 'bayar', 'diarahkan', 'daftar', 'pakai', 'selfie', 'bawa', 'ktp', 'ya', 'ogahlah', 'kto']",puluh  pakai lancar beli barang nilai   kadang berat jatuh mahal beli kupon gratis   potong biaya onglir bayar arah daftar pakai selfie bawa ktp  ogah kto,berpuluh kali pakai lancar beli barang nilainya ongkos kirimnya kadang memberatkan jatuhnya mahal beli kupon gratis ongkos kirim potongan biaya onglir bayar diarahkan daftar pakai selfie bawa ktp ya ogahlah kto,2021-07-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
belanja daring terbaik yang pernah saya pakai banyak diskon dan juga berbagai pilihan promo setiap harinya tidak pernah kecewa kalau belanja di pilihan pembayaran juga banyak dan mempermudah pastinya apalagi ada sistem yang bisa wujudkan barang imipian yang kamu pengen kalau dalam keadaan bokek terima kasih for shopee,5,2022-06-02 17:15:30,ecomm,"['belanja', 'daring', 'terbaik', 'pakai', 'diskon', 'pilihan', 'promo', 'harinya', 'kecewa', 'belanja', 'pilihan', 'pembayaran', 'mempermudah', 'pastinya', 'sistem', 'wujudkan', 'barang', 'imipian', 'pengen', 'bokek', 'terima', 'kasih', 'for', 'shopee']",belanja daring baik pakai diskon pilih promo hari kecewa belanja pilih bayar mudah pasti sistem wujud barang imipian pengen bokek   for,belanja daring terbaik pakai diskon pilihan promo harinya kecewa belanja pilihan pembayaran mempermudah pastinya sistem wujudkan barang imipian pengen bokek terima kasih for shopee,2022-06-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
sudah dua kali pakai shopeepaly yang 5 karena limit cuma 5 bayar tepat waktu tapi disaat mengajukan limit yang lebih tinggi selalu di tolak masa cuma memberikan 5 tolong ke pihak lihat transaksi saya sering belanja bayar bayar di tempat karena saya cuma 5 nama terdaftar di shoppe saeful ridwan tolong di cek sudah ngajukan 3 kali meningkatkan spaylater agar dapat limit yang lebih besar tapi selalu di tolak,5,2022-08-23 3:46:52,ecomm,"['kali', 'pakai', 'shopeepaly', '5', 'limit', '5', 'bayar', 'disaat', 'mengajukan', 'limit', 'tolak', '5', 'tolong', 'lihat', 'transaksi', 'belanja', 'bayar', 'bayar', '5', 'nama', 'terdaftar', 'shoppe', 'saeful', 'ridwan', 'tolong', 'cek', 'ngajukan', '3', 'kali', 'meningkatkan', 'spaylater', 'limit', 'tolak']",pakai shopeepaly 5 limit 5 bayar saat aju limit tolak 5  lihat transaksi belanja bayar bayar 5 nama daftar  saeful ridwan  cek ngajukan 3  tingkat spaylater limit tolak,kali pakai shopeepaly 5 limit 5 bayar disaat mengajukan limit tolak 5 tolong lihat transaksi belanja bayar bayar 5 nama terdaftar shoppe saeful ridwan tolong cek ngajukan 3 kali meningkatkan spaylater limit tolak,2022-08-01,-1,Outlier
selama ini tidak pernah kecewa sama tapi makin lama biaya yang dipotong untuk penjualan kita karena terdaftar gratis ongkos kirim makin lama makin naik harga jual 8 biayanya hampir 1 yang lebih bikin kecewa spaylater tidak bisa dipakai lagi tanpa alasan yang jelas padahal tidak pernah sekalipun terlambat bayar bahkn limit ditambah terus jadi 6 75 kenapa pas sekarang saya bayar agak cepat justru saya tidak bisa dipakai lagi padahal sblmnya saya selalu bayar ditanggal 5 bahkan aman saja kecewa,1,2021-01-01 16:54:10,ecomm,"['kecewa', 'biaya', 'dipotong', 'penjualan', 'terdaftar', 'gratis', 'ongkos', 'kirim', 'harga', 'jual', '8', 'biayanya', '1', 'bikin', 'kecewa', 'spaylater', 'dipakai', 'alasan', 'terlambat', 'bayar', 'bahkn', 'limit', 'ditambah', '6', '75', 'pas', 'bayar', 'cepat', 'dipakai', 'sblmnya', 'bayar', 'ditanggal', '5', 'aman', 'kecewa']",kecewa biaya potong jual daftar gratis   harga jual 8 biaya 1 bikin kecewa spaylater pakai alas lambat bayar bahkn limit tambah 6 75 pas bayar cepat pakai sblmnya bayar tanggal 5 aman kecewa,kecewa biaya dipotong penjualan terdaftar gratis ongkos kirim harga jual 8 biayanya 1 bikin kecewa spaylater dipakai alasan terlambat bayar bahkn limit ditambah 6 75 pas bayar cepat dipakai sblmnya bayar ditanggal 5 aman kecewa,2021-01-01,-1,Outlier
kenapa pas saya mau aktibasi saya tidak bisa di buka terus notif terjadi kesalahan jaringan mulu di diperbarui sudah bersihkan sampah sudah internet oke tolong dong perbaikan aplikasi nya ada notif tapi tidak bisa buka,5,2021-06-15 3:09:40,ecomm,"['pas', 'aktibasi', 'buka', 'notif', 'kesalahan', 'jaringan', 'mulu', 'diperbarui', 'bersihkan', 'sampah', 'internet', 'oke', 'tolong', 'perbaikan', 'aplikasi', 'nya', 'notif', 'buka']",pas aktibasi buka notif salah jaring mulu baru bersih sampah internet oke  baik   notif buka,pas aktibasi buka notif kesalahan jaringan mulu diperbarui bersihkan sampah internet oke tolong perbaikan aplikasi nya notif buka,2021-06-01,-1,Outlier
pakai nyaman sebagai e commerce beli barang yang dibutuhkan dengan harga pantas dan ekonomis mengikuti mutu sebagai finance daring sangat baik dengan score tertentu dan kelayakan kredit bisa mendapat fasilitas namun saya kecewa 1 m x karena dengan alasan perilaku kredit jelek saya tidak dapat spinjam lagi padahal selama saya gunakan dengan spinjam saya tidak pernah lewat jto pembayaran bahkan saya sering melakukan pembayaran didepan,5,2024-08-17 6:23:20,ecomm,"['pakai', 'nyaman', 'e', 'commerce', 'beli', 'barang', 'dibutuhkan', 'harga', 'ekonomis', 'mengikuti', 'mutu', 'finance', 'daring', 'score', 'kelayakan', 'kredit', 'fasilitas', 'kecewa', '1', 'm', 'x', 'alasan', 'perilaku', 'kredit', 'jelek', 'spinjam', 'spinjam', 'jto', 'pembayaran', 'pembayaran', 'didepan']",pakai nyaman e commerce beli barang butuh harga ekonomis ikut mutu finance daring score layak kredit fasilitas kecewa 1 m x alas perilaku kredit jelek   jto bayar bayar depan,pakai nyaman e commerce beli barang dibutuhkan harga ekonomis mengikuti mutu finance daring score kelayakan kredit fasilitas kecewa 1 m x alasan perilaku kredit jelek spinjam spinjam jto pembayaran pembayaran didepan,2024-08-01,-1,Outlier
ini membuat saya mau mati di telan bumi belanja di atas harga jeti barang tidak sesuai karena yang di kirim barang rongsokan apalagi isinya harga seperti sendal jepit lebih mencengangkan lagi user penjual lari dari tanggung jawab mereka apalagi bayar bukan pakai hasil keringat,1,2024-09-05 2:58:03,ecomm,"['mati', 'telan', 'bumi', 'belanja', 'harga', 'jeti', 'barang', 'sesuai', 'kirim', 'barang', 'rongsokan', 'isinya', 'harga', 'sendal', 'jepit', 'mencengangkan', 'user', 'penjual', 'lari', 'tanggung', 'bayar', 'pakai', 'hasil', 'keringat']",mati telan bumi belanja harga jet barang sesuai  barang rongsok isi harga sendal jepit cengang user jual lari tanggung bayar pakai hasil keringat,mati telan bumi belanja harga jeti barang sesuai kirim barang rongsokan isinya harga sendal jepit mencengangkan user penjual lari tanggung bayar pakai hasil keringat,2024-09-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
